0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.3,0.2
0.3,0.2
0.3,0.2
0.3,0.2
0.3,0.2
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
0.5,0.5
1.2,0.5
1.2,0.5
1.2,0.5
1.2,0.5
1.2,0.5
2.2,0.9
2.2,0.9
2.2,0.9
2.2,0.9
2.2,0.9
11.4,3.5
11.4,3.5
11.4,3.5
11.4,3.5
11.4,3.5
22.9,7.2
22.9,7.2
22.9,7.2
22.9,7.2
22.9,7.2
46.4,13.2
46.4,13.2
46.4,13.2
46.4,13.2
46.4,13.2
79.3,13.2
79.3,13.2
79.3,13.2
79.3,13.2
79.3,13.2
79.3,22.3
79.3,22.3
79.3,22.3
79.3,22.3
79.3,22.3
131.8,34.6
131.8,34.6
131.8,34.6
131.8,34.6
131.8,34.6
197.8,47.2
197.8,47.2
197.8,47.2
197.8,47.2
197.8,47.2
266.8,60.4
266.8,60.4
266.8,60.4
266.8,60.4
266.8,60.4
320.4,80
320.4,80
320.4,80
320.4,80
320.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
340.4,80
