1.5,1.2
0.6,0.3
0.6,0.3
0.6,0.3
0.6,0.3
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0,0
0,0
0,0
0,0
0,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.3,0.2
0.3,0.2
0.3,0.2
0.3,0.2
0.3,0.2
0.3,0.2
0.3,0.2
0.3,0.2
0.3,0.2
0.3,0.2
0.7,0.2
0.7,0.2
0.7,0.2
0.7,0.2
0.7,0.2
1.3,0.5
1.3,0.5
1.3,0.5
1.3,0.5
1.3,0.5
3.3,0.9
3.3,0.9
3.3,0.9
3.3,0.9
3.3,0.9
10.7,2.1
10.7,2.1
10.7,2.1
10.7,2.1
10.7,2.1
19.8,4
19.8,4
19.8,4
19.8,4
19.8,4
23.2,5.6
23.2,5.6
23.2,5.6
23.2,5.6
23.2,5.6
27.9,8.6
27.9,8.6
27.9,8.6
27.9,8.6
27.9,8.6
34,13.8
34,13.8
34,13.8
34,13.8
34,13.8
41.5,18.3
41.5,18.3
41.5,18.3
41.5,18.3
41.5,18.3
46,20.3
46,20.3
46,20.3
46,20.3
46,20.3
44.3,21.5
44.3,21.5
44.3,21.5
44.3,21.5
44.3,21.5
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
38,19.8
