0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.6,0.4
0.6,0.4
0.6,0.4
0.6,0.4
0.6,0.4
1,1
1,1
1,1
1,1
1,1
1.9,1.6
1.9,1.6
1.9,1.6
1.9,1.6
1.9,1.6
3.2,2.4
3.2,2.4
3.2,2.4
3.2,2.4
3.2,2.4
6.4,3.6
6.4,3.6
6.4,3.6
6.4,3.6
6.4,3.6
9.9,5.4
9.9,5.4
9.9,5.4
9.9,5.4
9.9,5.4
16.2,7.7
16.2,7.7
16.2,7.7
16.2,7.7
16.2,7.7
25.8,10.6
25.8,10.6
25.8,10.6
25.8,10.6
25.8,10.6
40.5,16.9
40.5,16.9
40.5,16.9
40.5,16.9
40.5,16.9
53.4,24.9
53.4,24.9
53.4,24.9
53.4,24.9
53.4,24.9
69.4,31.9
69.4,31.9
69.4,31.9
69.4,31.9
69.4,31.9
87,40.4
87,40.4
87,40.4
87,40.4
87,40.4
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
86.5,48.2
