0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.2,0.2
0.4,0.5
0.4,0.5
0.4,0.5
0.4,0.5
0.4,0.5
1.1,0.9
1.1,0.9
1.1,0.9
1.1,0.9
1.1,0.9
2.8,1.8
2.8,1.8
2.8,1.8
2.8,1.8
2.8,1.8
6,4.3
6,4.3
6,4.3
6,4.3
6,4.3
12.2,8.1
12.2,8.1
12.2,8.1
12.2,8.1
12.2,8.1
21.2,14.2
21.2,14.2
21.2,14.2
21.2,14.2
21.2,14.2
33.8,24.4
33.8,24.4
33.8,24.4
33.8,24.4
33.8,24.4
47.6,24.4
47.6,24.4
47.6,24.4
47.6,24.4
47.6,24.4
66.3,51.8
66.3,51.8
66.3,51.8
66.3,51.8
66.3,51.8
82.3,65.4
82.3,65.4
82.3,65.4
82.3,65.4
82.3,65.4
95.8,80.3
95.8,80.3
95.8,80.3
95.8,80.3
95.8,80.3
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
91.2,90.7
