0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.5,0.3
0.5,0.3
0.5,0.3
0.5,0.3
0.5,0.3
1.8,0.7
1.8,0.7
1.8,0.7
1.8,0.7
1.8,0.7
4.4,1
4.4,1
4.4,1
4.4,1
4.4,1
8.6,1.9
8.6,1.9
8.6,1.9
8.6,1.9
8.6,1.9
14.9,3.2
14.9,3.2
14.9,3.2
14.9,3.2
14.9,3.2
22.3,4.8
22.3,4.8
22.3,4.8
22.3,4.8
22.3,4.8
28.6,6.5
28.6,6.5
28.6,6.5
28.6,6.5
28.6,6.5
32.1,6.6
32.1,6.6
32.1,6.6
32.1,6.6
32.1,6.6
31.3,5.4
31.3,5.4
31.3,5.4
31.3,5.4
31.3,5.4
29.9,4.7
29.9,4.7
29.9,4.7
29.9,4.7
29.9,4.7
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
25.4,2.8
