0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.2,0
0.2,0
0.2,0
0.2,0
0.2,0
0.6,0.2
0.6,0.2
0.6,0.2
0.6,0.2
0.6,0.2
1.7,0.4
1.7,0.4
1.7,0.4
1.7,0.4
1.7,0.4
4.3,1
4.3,1
4.3,1
4.3,1
4.3,1
9.1,1.5
9.1,1.5
9.1,1.5
9.1,1.5
9.1,1.5
15.4,3
15.4,3
15.4,3
15.4,3
15.4,3
23.4,4.9
23.4,4.9
23.4,4.9
23.4,4.9
23.4,4.9
32.8,7.8
32.8,7.8
32.8,7.8
32.8,7.8
32.8,7.8
39.6,10.9
39.6,10.9
39.6,10.9
39.6,10.9
39.6,10.9
45.6,12
45.6,12
45.6,12
45.6,12
45.6,12
46.3,13.6
46.3,13.6
46.3,13.6
46.3,13.6
46.3,13.6
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
42.4,14.7
